销售单号,商品编码,商品名称,单位,拣货数量,长cm,宽cm,高cm,计算规则（L/kg),规则体积推算L,规格体积L,规则体积补充,备注：长宽高为一组；计算规则为二组；规则体积推算为三组；规则体积L+规则体积补充为四组
OM25062700006785,295870,天友纯鲜牛奶950ml,盒,1.0,9.0,6.0,20.0,,,,,
OM25062900002748,843140,天友百特有机纯牛奶250ml*12,提,6.0,32.0,21.0,18.0,,,,,
OM25062900000540,1015423,五得利六星超精小麦粉25kg,袋,2.0,72.0,49.0,7.0,,,,,
OM25062900003965,1068332,糯玉米,KG,5.84,,,,4.0,,,,
OM25062900005071,1271554,[彩食鲜]平菇,KG,5.1,,,,4.5,,,,
OM25062900003965,1166223,[彩食鲜]小白菜,KG,2.5,,,,7.0,,,,
OM25062900003983,1483637,冷鲜五花肉(烧毛),KG,2.1,,,,1.5,,,,
OM25062900003983,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900004078,1224901,去皮鹌鹑蛋（熟）,KG,4.0,,,,2.5,,,,
TOW0X2250627001572,307021,桥头重庆麻辣火锅底料400g,袋,10.0,19.0,27.0,1.0,,,,,
OM25062900005110,1271554,[彩食鲜]平菇,KG,2.58,,,,4.5,,,,
OM25062900005135,1070729,彩食鲜火锅苕粉,KG,0.5,,,,7.5,,,,
OM25062900004069,1068773,麒麟西瓜,KG,16.78,,,,2.5,,,,
OM25062900005166,852410,[彩食鲜]西红柿,KG,1.5,,,,2.5,,,,
OM25062900005196,827276,鲜虫草花,KG,1.0,,,,4.5,,,,
TOW0X2250627000591,18861,徐福记奶油玉米米果卷178g,包,20.0,22.0,14.0,5.0,,,,,
TOW0X2250627000591,1873419,香海脆皮黄鱼酥原味50g,包,40.0,12.5,12.5,2.0,,,,,
OM25062900004232,852439,[彩食鲜]黄瓜,KG,1.56,,,,2.0,,,,
OM25062900005311,1099520,蒜苔（清洗）1.5kg,份,3.0,,,,,5.25,,,
OM25062900004279,1667759,莴笋（切条约4*1.5*1.5cm）1.5kg,袋,5.0,,,,,5.25,,,
OM25062900004277,1118749,红美人椒（清洗）450g,份,1.0,,,,,1.575,,,
OM25062900004279,1803653,红牛角椒（去把）0.5kg,袋,1.0,,,,,1.75,,,
OM25062900005477,1610820,冷鲜梅花肉(黑猪),KG,9.12,,,,1.5,,,,
OM25062900004417,1191435,蒜米机剥,KG,3.11,,,,2.5,,,,
OM25062900004514,1116454,蒜苗,KG,0.5,,,,4.0,,,,
OM25062900000231,911668,[彩食鲜]上海青苗,KG,3.6,,,,7.0,,,,
OM25062900001861,1186658,松花江情珍珠米24kg,袋,1.0,63.0,33.0,12.0,,,,,
OW25062900000166,1747107,元宝牌(彩食鲜甄选)东北珍珠米25kg,袋,4.0,63.0,33.0,12.0,,,,,
OM25062900005510,1639319,去皮肥膘沫,KG,1.0,,,,1.5,,,,
OM25062900004485,1258021,小土豆（去皮）,KG,5.02,,,,3.5,,,,
OM25062900004496,1084528,韭菜,KG,4.0,,,,4.0,,,,
OM25062900004509,1279445,土豆(5两以上),KG,0.62,,,,1.5,,,,
OM25062900004551,1501085,热鲜牛里脊切丝,KG,8.5,,,,2.3,,,,
OM25062900005327,187418,雀巢淡奶油250ml,盒,1.0,13.0,5.5,4.0,,,,,
OM25062900005166,1209079,龙珠米长粒香米25kg,袋,1.0,65.0,36.5,12.0,,,,,
OM25062900005012,306192,新绿蒂枸杞250g,袋,1.0,26.0,19.0,1.0,,,,,
TOWB69250629000404,1227754,红二荆条500g,包,4.0,23.0,15.0,3.0,,,,,
OM25062900005719,1141039,彩食鲜新一代干辣椒段,KG,1.0,,,,9.0,,,,
TOWC57250629001439,1063038,胖子老坛酸菜鱼佐料316g,袋,8.0,26.5,18.0,0.1,,,,,
OM25062900005778,295628,洁柔Face软抽150抽3层黑/L,包,240.0,,,,,,0.7,0,
OM25062900005625,1263926,圣迪乐洁净蛋,KG,21.5,,,,2.0,,,,
OM25062900005845,787523,[彩食鲜]莴笋杆,KG,2.06,,,,2.5,,,,
OM25062900004677,1382029,毛豆仁,KG,1.0,,,,3.5,,,,
OM25062900003636,310039,老实老坛鱼酸菜（盐水渍菜）400g,袋,6.0,22.0,15.0,2.0,,,,,
OM25062900004813,563,苦瓜,KG,1.24,,,,2.0,,,,
OM25062900004519,1558254,香叶（500g/袋）,袋,1.0,28.0,20.0,3.0,,,,,
OM25062900000479,929348,天友经典原味酸牛奶160g（8连杯）,组,2.0,8.0,8.0,12.0,,,,,
OM25062900003018,787432,[彩食鲜]鲜杏鲍菇,KG,9.0,,,,4.5,,,,
OW25062900000221,1180405,鲜脊骨切块（长约3cm）,KG,1.24,,,,2.8,,,,
OM25062900006019,1130847,土豆（切片）1.5kg,袋,3.0,,,,,5.25,,,
OM25062900004930,1448345,葱油花卷100g*4,包,0.0,20.0,12.0,10.0,,,,,
OM25062900000535,1491775,草鱼(杀净切条)(杀前2-3斤/条),KG,17.1,,,,1.8,,,,
OM25062900004932,1118749,红美人椒（清洗）450g,份,1.0,,,,,1.575,,,
OM25062900004677,1796328,海白虾(全活)(20-30头/斤),KG,2.5,,,,6.0,,,,
OM25062900004327,1064292,[彩食鲜]水白菜,KG,10.66,,,,7.0,,,,
OM25062900000305,1227718,青小米椒2kg,包,2.0,27.0,20.0,5.0,,,,,
OM25062900007097,1277778,老南瓜（去皮）,KG,0.5,,,,3.5,,,,
OM25062900007097,844456,土豆球（去皮）,KG,1.5,,,,3.5,,,,
OM25062700003857,1271536,[彩食鲜]空心菜,KG,9.46,,,,7.0,,,,
OM25062900007097,1275657,热鲜白条鸭切块(约3*3cm),KG,2.5,,,,2.5,,,,
OM25062900005140,1483347,冻红虾(31-35只/盒),盒,5.0,,,,,,3.0,按2kg每件预估,
OM25062700005136,1232928,鸡蛋水面（细面）,KG,2.52,,,,2.5,,,,
OM25062800001982,2054765,鹃宁红油郫县豆瓣10kg,件,4.0,21.0,23.0,28.0,,,,,
OM25062700007689,1890158,好友来牛皮泡泡豆干10片(约1.5kg),包,2.0,12.0,12.0,16.0,,,,,
OM25062900005443,1182504,鲜纤排切块,KG,6.69,,,,2.8,,,,
OM25062900000305,1211346,长茄,KG,11.2,,,,4.5,,,,
OM25062900002307,1703901,麻辣赶水萝卜干,KG,1.45,,,,2.5,,,,
OM25062700001717,1179972,白面条（宽面）,KG,5.04,,,,2.5,,,,
OM25062700002578,1059668,甘美西瓜,KG,7.45,,,,2.5,,,,
OM25062700004040,1712015,水发品（方竹笋细笋尖）,KG,3.5,,,,2.0,,,,
OM25062700007409,614,生姜湿,KG,5.03,,,,2.5,,,,
OM25062700006431,1143267,彩食鲜干贡菜,KG,3.5,,,,3.0,,,,
OM25062700006442,1166223,[彩食鲜]小白菜,KG,7.03,,,,7.0,,,,
OM25062700004784,1476039,彩食鲜特粗辣椒面,KG,2.5,,,,2.5,,,,
OM25062700006667,1385736,猪拱嘴半成品（烧毛）,KG,4.5,,,,2.5,,,,
OM25062800005685,1552045,小葱（去根清洗）,KG,1.0,,,,3.5,,,,
OM25062700007768,1734065,鲜鸡带皮腿肉(乇乇肉),KG,5.01,,,,2.5,,,,
OM25062700006456,1385112,红彩椒,KG,0.51,,,,5.0,,,,
OW25062700001071,1191459,徐福记米格玛奶油玉米味散装,KG,0.5,,,,6.0,,,,
OM25062700003369,671420,[彩食鲜]木耳菜,KG,8.92,,,,7.0,,,,
OM25062700005094,852432,[彩食鲜]青椒,KG,1.02,,,,5.0,,,,
OM25062700004395,1552045,小葱（去根清洗）,KG,1.0,,,,3.5,,,,
OM25062700004711,1064292,[彩食鲜]水白菜,KG,1.72,,,,7.0,,,,
OM25062700005588,614,生姜湿,KG,0.54,,,,2.5,,,,
OM25062700007689,623,木耳,KG,3.1,,,,4.5,,,,
OM25062700007696,1330713,三青莴笋杆,KG,10.32,,,,2.5,,,,
OW25062700000087,1552045,小葱（去根清洗）,KG,1.0,,,,3.5,,,,
OM25062700005388,1179974,白面条（韭菜叶面）,KG,2.52,,,,2.5,,,,
OM25062700001814,1227469,普罗旺斯西红柿,KG,0.68,,,,2.5,,,,
OM25062800000711,1211346,长茄,KG,4.64,,,,4.5,,,,
OM25062800000677,457,白菜,KG,5.34,,,,2.8,,,,
OM25062800002222,1193770,莴笋头（去皮）,KG,7.5,,,,3.5,,,,
OM25062800000098,1491979,海白虾(冰鲜),KG,3.0,,,,2.0,,,,
OM25062900000261,1359843,冻琵琶腿(120-130g),KG,9.7,,,,2.5,,,,
OM25062900001309,1511661,厚皮椒,KG,3.03,,,,5.0,,,,
OM25062900000305,317132,黄皮美人椒,KG,7.08,,,,5.0,,,,
OM25062900000362,2007117,[彩食鲜]黄豆芽,KG,7.64,,,,5.0,,,,
OM25062900000330,1531959,厚豆干（KG）,KG,10.0,,,,2.5,,,,
OM25062900000357,1271554,[彩食鲜]平菇,KG,2.6,,,,4.5,,,,
OM25062900000357,6026,凉皮业务包,KG,2.52,,,,2.5,,,,
OM25062900000373,1483637,冷鲜五花肉(烧毛),KG,3.08,,,,1.5,,,,
OM25062900001504,1538136,小米0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OW25062900001003,1070696,彩食鲜圆糯米,KG,2.5,,,,1.8,,,,
OM25062900001777,1922727,绿豆方糕85g*3,包,9.0,15.0,8.0,10.0,,,,,
OM25062900001944,852439,[彩食鲜]黄瓜,KG,4.72,,,,2.0,,,,
OM25062900000975,1255174,[佳沛]金奇异果 (110-130g)/个,个,6.0,,,,,0.52,,,
OM25062900001997,787458,[彩食鲜]香菜,KG,0.28,,,,6.0,,,,
OM25062900003025,1906910,[高原菜]小娃娃菜500g,包,3.0,,,,,1.4,,,
OM25062900003068,1065530,火葱,KG,0.15,,,,4.0,,,,
OM25062900002077,846698,[彩食鲜]豇豆,KG,2.22,,,,3.5,,,,
OW25062900000103,1068773,麒麟西瓜,KG,12.5,,,,2.5,,,,
OM25062900002264,1166145,[彩食鲜]春菜,KG,0.64,,,,7.0,,,,
OM25062900003264,1211346,长茄,KG,9.5,,,,4.5,,,,
OM25062900003571,954927,鲜猪肉馅（五花）,KG,0.25,,,,1.8,,,,
OM25062900003575,1271554,[彩食鲜]平菇,KG,3.02,,,,4.5,,,,
OM25062900002311,1234224,[彩食鲜]西葫芦,KG,0.7,,,,2.9,,,,
OM25062900002406,1491917,蛏子王(活)(5-6个/斤),KG,1.75,,,,8.0,,,,
OM25062900003673,631750,正大玉米黄鸡蛋,KG,21.0,,,,2.0,,,,
OM25062900003753,1177409,小大葱,KG,0.5,,,,4.5,,,,
OM25062900003572,1873714,鲜五花肉去皮烧洗,KG,20.0,,,,1.5,,,,
OM25062900002616,1068773,麒麟西瓜,KG,4.46,,,,2.5,,,,
OM25062700006431,1611766,[彩食鲜]进口香蕉,KG,11.3,,,,4.5,,,,
OM25062700005136,1491318,小黄鱼(杀净)(杀前150-200g/条),KG,15.0,,,,2.0,,,,
OM25062900002665,1564731,热鲜瘦肉后腿,KG,12.5,,,,1.8,,,,
OM25062900003685,324454,河粉（鲜）,KG,2.52,,,,2.5,,,,
OM25062800005235,670121,自家卤五香卤料50g,袋,2.0,18.5,14.0,0.1,,,,,
OM25062700004040,1620458,榨菜粒500g,包,2.0,13.0,14.0,4.0,,,,,
OM25062900003470,1513164,三瑞手工面筋串20串,袋,3.0,,,,,,1.5,0,
OM25062700006442,1227720,泡萝卜500g,包,1.0,17.0,8.0,5.0,,,,,
OM25062800000052,1227720,泡萝卜500g,包,2.0,17.0,8.0,5.0,,,,,
OM25062900001958,1516324,千味央厨传统大油条450g,袋,2.0,32.0,15.0,7.5,,,,,
OM25062700006781,1059918,天友炭烧牛乳238ml,瓶,20.0,10.0,6.0,4.0,,,,,
OM25062700006304,1227715,青小米椒500g,包,3.0,15.0,18.0,4.0,,,,,
OM25062800004945,81661,老干妈风味豆豉油制辣椒280g,瓶,10.0,6.5,6.5,13.5,,,,,
OM25062700006781,2046866,天友致本质醇享瓶风味发酵乳 195g,瓶,4.0,8.0,8.0,12.0,,,,,
OM25062800001886,295583,天友芦荟果粒酸奶220ml,盒,60.0,4.0,4.0,20.0,,,,,
OW25062900001121,7557,蒙牛纯牛奶250ml*24,提,3.0,32.0,21.0,18.0,,,,,
OM25062900002993,1177409,小大葱,KG,1.0,,,,4.5,,,,
OM25062900003859,1551851,荷兰豆(去茎),KG,4.04,,,,3.5,,,,
OM25062700006409,1081201,[新东大]雪花鸡排 2.5kg/袋,袋,2.0,21.0,16.0,10.0,,,,,
OM25062800000098,1929065,蜀新源泡酸菜2.5kg*5,件,1.0,27.0,30.0,26.0,,,,,
OM25062900003025,1028534,安井桂花糕300g,袋,6.0,20.0,4.0,8.0,,,,,
OM25062900001309,8240,窝窝醪糟 600g,瓶,1.0,10.0,10.0,14.0,,,,,
OM25062700004886,1093527,凤球唛番茄调味酱850g,罐,1.0,10.0,10.0,12.0,,,,,
OM25062700005018,1227738,泡小姜500g,包,4.0,17.0,13.0,4.0,,,,,
OM25062700005388,307885,黄花园桶装三级酱油1.5L,桶,2.0,27.0,10.0,10.0,,,,,
OM25062900000540,1227707,无叶酸菜500g,包,2.0,17.0,14.0,4.0,,,,,
OM25062700006694,1182462,红蜻蜓物理压榨一级菜籽油5L,瓶,12.0,34.0,14.0,14.0,,,,,
OM25062900002253,1182462,红蜻蜓物理压榨一级菜籽油5L,瓶,8.0,34.0,14.0,14.0,,,,,
OM25062700001673,1558223,中粗辣椒面（500g/袋）,袋,3.0,21.0,17.0,1.0,,,,,
OM25062700007680,568236,宜宾碎米芽菜（鲜香.颗粒型）1kg,袋,1.0,30.0,20.0,1.0,,,,,
OM25062900005005,1097435,蜂糖李(30-40g),KG,1.5,,,,2.5,,,,
OM25062900005003,2014729,白砂糖2.5kg,袋,1.0,23.0,9.0,20.0,,,,,
OM25062900003940,787582,[彩食鲜]铁棍山药,KG,2.84,,,,1.5,,,,
OM25062900003965,1271536,[彩食鲜]空心菜,KG,4.08,,,,7.0,,,,
OM25062900003983,1630548,小葱（去根理净）,KG,0.5,,,,3.5,,,,
OM25062900005066,2014318,胡豆瓣2.5kg,袋,1.0,23.0,6.0,33.0,,,,,
OM25062900004022,317132,黄皮美人椒,KG,1.0,,,,5.0,,,,
OM25062900004032,607,芹菜,KG,0.75,,,,4.0,,,,
OW25062900000145,1447719,手工老面馒头50g*3,包,8.0,15.0,8.0,10.0,,,,,
OM25062900004078,854712,丝瓜尖,KG,4.38,,,,7.0,,,,
OM25062900005196,563,苦瓜,KG,3.24,,,,2.0,,,,
OM25062900004032,1271536,[彩食鲜]空心菜,KG,0.82,,,,7.0,,,,
OM25062900005110,787523,[彩食鲜]莴笋杆,KG,10.25,,,,2.5,,,,
OM25062900005071,1068773,麒麟西瓜,KG,16.46,,,,2.5,,,,
OM25062900005175,1470468,海带丝(冰鲜中丝),KG,2.0,,,,2.8,,,,
OM25062900005188,1277456,香菇去根,KG,9.24,,,,3.5,,,,
OM25062900005188,2112,青梗花菜,KG,8.14,,,,5.0,,,,
OM25062900005281,2014657,花生米1kg,袋,1.0,15.0,5.0,20.0,,,,,
OM25062900004271,1099534,洋葱（去皮）1.5kg,份,1.0,,,,,5.25,,,
OM25062900005331,1099516,紫长茄（清洗）350g,份,15.0,,,,,1.225,,,
OM25062900004277,1352943,凤梨(1.3-1.7kg),KG,6.8,,,,2.5,,,,
OM25062900004279,1099517,大蒜（去皮）2.5kg,份,1.0,,,,,8.75,,,
OM25062900004346,1912511,热鲜猪筒骨(黑猪),KG,2.01,,,,2.8,,,,
OM25062900004384,1177409,小大葱,KG,2.5,,,,4.5,,,,
OM25062900004327,1226146,冲浆嫩豆腐 1kg,包,11.0,20.0,20.0,3.6,,,,,
OM25062900004346,1360059,[彩食鲜]土豆(3两以上),KG,10.24,,,,1.5,,,,
OM25062900005454,855535,鲜纤排,KG,1.03,,,,2.8,,,,
OM25062900005452,1483356,冻凤尾虾仁(31-40)(包冰率30%),KG,2.05,,,,2.5,,,,
OM25062900004376,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900002098,1271614,[彩食鲜]白地瓜,KG,2.06,,,,2.5,,,,
OM25062900004496,456,平包甘蓝,KG,1.96,,,,2.8,,,,
OM25062900005573,479,白金针菇,KG,5.0,,,,4.5,,,,
OM25062900004502,1258024,本地白壳蛋,KG,3.78,,,,2.0,,,,
OM25062900004509,1349855,鲜猪肉馅（前腿）,KG,0.25,,,,1.8,,,,
OM25062900004518,1084554,藕尖,KG,7.54,,,,2.5,,,,
OM25062900005616,1166247,[彩食鲜]青梗花菜,KG,5.66,,,,5.0,,,,
OM25062900005626,1271493,[彩食鲜]胡萝卜,KG,4.23,,,,2.0,,,,
OM25062800005133,1531569,毛血旺（个）,个,30.0,,,,,,1.0,0,
OM25062900002906,1493769,忆姆耕火锅年糕400g,袋,2.0,16.0,9.0,3.0,,,,,
OM25062900002955,583306,可口可乐2L,瓶,3.0,33.0,8.5,8.5,,,,,
OM25062900004460,1843232,恩施小土豆（中）,KG,7.61,,,,1.5,,,,
OM25062900005582,1068773,麒麟西瓜,KG,11.34,,,,2.5,,,,
OM25062900004521,317423,鸡蛋皮蛋,个,20.0,,,,,,0.1,0,
OM25062900004530,1532153,薄豆干（KG）,KG,12.5,,,,2.5,,,,
OM25062900005633,1166247,[彩食鲜]青梗花菜,KG,4.14,,,,5.0,,,,
OM25062900005633,317132,黄皮美人椒,KG,1.02,,,,5.0,,,,
OM25062900004601,1497027,热鲜牛腩切块(约1*1cm),KG,82.5,,,,2.3,,,,
OM25062900005626,36981,蒙牛核桃早餐奶250ml*24,提,3.0,32.0,21.0,18.0,,,,,
OM25062900005670,1140114,双汇汇福来火腿肠330g,支,2.0,25.0,10.0,2.0,,,,,
OM25062900004519,1558254,香叶（500g/袋）,袋,1.0,28.0,20.0,3.0,,,,,
OW25062900000189,949923,仔姜,KG,0.56,,,,2.5,,,,
OM25062900005788,1708887,酒都泡酸菜2.5KG,袋,1.0,21.0,3.5,32.0,,,,,
OM25062900005812,1639307,半成品肥肠 少油,KG,0.0,,,,2.5,,,,
OM25062900005845,1415284,肉丝瓜,KG,10.0,,,,2.9,,,,
OM25062900005745,5329,地瓜叶,KG,8.16,,,,7.0,,,,
OM25062900004580,1271507,[彩食鲜]南瓜,KG,2.72,,,,1.6,,,,
OM25062900005812,1258024,本地白壳蛋,KG,23.16,,,,2.0,,,,
OM25062900004742,317127,凉瓜,KG,0.0,,,,2.5,,,,
OM25062900005812,956514,盐渍海带丝（加工）,KG,0.86,,,,2.8,,,,
OM25062900004769,1215327,莲藕（切片）1.5kg,袋,3.0,,,,,5.25,,,
OM25062900003573,1097128,双汇火腿肠160g,支,4.0,8.0,8.0,12.0,,,,,
OM25062900003772,2014703,天鹰干辣椒段2.5kg,袋,1.0,40.0,30.0,20.0,,,,,
OM25062900002307,1699567,小白糕1kg约42-47个 D+2,袋,10.0,10.0,6.0,13.0,,,,,
OM25062900004879,575399,天友康美包纯牛奶250ml*24,提,1.0,32.0,21.0,18.0,,,,,
OM25062900004519,1732410,百钻复合食用小苏打250g,包,5.0,18.0,13.0,1.0,,,,,
OM25062900000226,1194000,彩食鲜抄手皮（份）,KG,2.5,,,,2.0,,,,
OM25062900004933,1099521,银针菇（理净）2.5kg,份,1.0,,,,,8.75,,,
OM25062900004933,1118749,红美人椒（清洗）450g,份,1.0,,,,,1.575,,,
OM25062700006676,1551872,鲜前腿肉（整）去皮,KG,12.8,,,,1.8,,,,
OM25062900006047,1639288,黄晶皮蛋（鸭蛋皮蛋）,个,5.0,,,,,,0.1,0,
OM25062900003397,787523,[彩食鲜]莴笋杆,KG,18.61,,,,2.5,,,,
OM25062700006803,1182504,鲜纤排切块,KG,10.01,,,,2.8,,,,
OM25062800003739,1475961,冷鲜五花肉（精品）,KG,7.24,,,,1.5,,,,
OM25062900004417,1258261,鲜五花肉,KG,9.89,,,,1.8,,,,
OM25062900000330,1362944,冷鲜前腿肉(烧毛),KG,8.88,,,,1.5,,,,
OW25062900001092,1856535,冷鲜舌根肉,KG,5.92,,,,2.5,,,,
OM25063000002938,150140,1#连续袋（含管芯）,KG,17000.0,,,,1.2,,,,
OM25063000006447,8775,鲜鸡蛋,KG,22.0,,,,2.0,,,,
OW25062600000205,1148640,沙地蜜薯,KG,1.02,,,,1.5,,,,
OW25062600000205,1286234,彩食鲜玉米粒,KG,1.52,,,,3.5,,,,
OM25062700004040,1141039,彩食鲜新一代干辣椒段,KG,2.0,,,,9.0,,,,
OM25062700004040,1359798,冻鸭掌(L )1kg/袋,袋,2.0,26.0,18.0,2.0,,,,,
OM25062700005129,1070687,彩食鲜花生米,KG,1.5,,,,1.8,,,,
OM25062700007150,6026,凉皮业务包,KG,4.0,,,,2.5,,,,
OM25062700007262,263859,胡萝卜,KG,12.09,,,,2.0,,,,
OM25062700006442,92,鲜牛腩,KG,25.0,,,,2.3,,,,
OM25062700007696,1552045,小葱（去根清洗）,KG,1.0,,,,3.5,,,,
OM25062700007700,1284806,[彩食鲜]小米椒,KG,1.03,,,,5.0,,,,
OW25062700000087,1070733,彩食鲜枸杞,KG,0.1,,,,3.0,,,,
OW25062700000087,1266848,油麦菜,KG,6.06,,,,7.0,,,,
OM25062700007719,1166223,[彩食鲜]小白菜,KG,0.5,,,,7.0,,,,
OM25062800005250,1350166,热鲜跑山鸡切块(约2*3cm),KG,3.55,,,,2.5,,,,
OM25062800002222,1224901,去皮鹌鹑蛋（熟）,KG,12.5,,,,2.5,,,,
OM25062800000098,787432,[彩食鲜]鲜杏鲍菇,KG,10.0,,,,4.5,,,,
OM25062700006594,532,毛豆,KG,3.1,,,,3.5,,,,
OM25062700006594,899687,[彩食鲜]长丝瓜,KG,7.78,,,,2.9,,,,
OM25062700000975,1279445,土豆(5两以上),KG,10.02,,,,1.5,,,,
OM25062700001673,1133453,香葱水洗,KG,1.0,,,,6.0,,,,
OM25062700002528,1065611,大蒜（直径4.0cm以上）,KG,5.17,,,,2.5,,,,
OM25062700002578,1131113,青小米椒,KG,0.25,,,,5.0,,,,
OM25062700002705,167331,小米椒,KG,0.17,,,,5.0,,,,
OM25062700004040,1349855,鲜猪肉馅（前腿）,KG,3.0,,,,1.8,,,,
OM25062700005097,1736172,热鲜牛肋条（去骨）,KG,2.64,,,,2.3,,,,
OM25062700005136,1628918,鲜口蘑,KG,6.0,,,,4.5,,,,
OM25062700006409,1122812,冷鲜猪尾切块(长约2cm),KG,10.06,,,,2.5,,,,
OM25062700005771,852439,[彩食鲜]黄瓜,KG,7.66,,,,2.0,,,,
OM25062700007061,1182504,鲜纤排切块,KG,6.29,,,,2.8,,,,
OM25062700002881,318693,凉粉,KG,5.4,,,,2.5,,,,
OM25062700005388,787458,[彩食鲜]香菜,KG,0.5,,,,6.0,,,,
OM25062800000052,1643117,鲜粉条（粗）,KG,2.5,,,,2.5,,,,
OM25062800001623,317189,黄葱,KG,1.5,,,,4.0,,,,
OM25062800005306,1068773,麒麟西瓜,KG,4.62,,,,2.5,,,,
OM25062800001089,949923,仔姜,KG,2.06,,,,2.5,,,,
OM25062700007678,1466032,水发品(毛肚),KG,10.0,,,,2.0,,,,
OW25062600000205,2014430,多晶黄冰糖2.5kg,袋,1.0,23.0,9.0,20.0,,,,,
OM25062900000305,1364441,嫩豆腐9.5kg,板,8.0,40.0,30.0,12.0,,,,,
OW25062900001036,1258024,本地白壳蛋,KG,2.54,,,,2.0,,,,
OM25062900000377,1424577,空心菜,KG,8.12,,,,7.0,,,,
OM25062900000373,1440759,西瓜红红薯,KG,2.0,,,,2.5,,,,
OM25062900000524,1271536,[彩食鲜]空心菜,KG,9.04,,,,7.0,,,,
OM25062900001504,570,南瓜,KG,12.49,,,,1.6,,,,
OM25062900000524,787458,[彩食鲜]香菜,KG,1.04,,,,6.0,,,,
OM25062900000937,846524,生姜（清洗）,KG,2.58,,,,3.5,,,,
OM25062900001939,2230,毛芋仔,KG,5.06,,,,1.5,,,,
OM25062900000975,1843232,恩施小土豆（中）,KG,2.05,,,,1.5,,,,
OM25062900003025,317727,正大富硒蛋,KG,10.94,,,,2.0,,,,
OM25062900003031,1639284,猪头肉半成品（烧毛）,KG,5.0,,,,2.5,,,,
OM25062900003058,1483637,冷鲜五花肉(烧毛),KG,8.62,,,,1.5,,,,
OM25062900002119,1258021,小土豆（去皮）,KG,11.04,,,,3.5,,,,
OM25062900002077,949923,仔姜,KG,2.65,,,,2.5,,,,
OM25062900001987,1290408,[彩食鲜]老姜,KG,2.09,,,,4.0,,,,
OM25062900001997,1271528,[彩食鲜]大葱,KG,1.5,,,,4.5,,,,
OM25062900003058,999143,青椒,KG,1.52,,,,5.0,,,,
OM25062900003086,1163202,铁棍山药B,KG,1.58,,,,1.5,,,,
OM25062900002164,1232928,鸡蛋水面（细面）,KG,3.5,,,,2.5,,,,
OM25062900002164,1469242,大红西红柿,KG,9.1,,,,2.5,,,,
OM25062900002201,1736172,热鲜牛肋条（去骨）,KG,10.0,,,,2.3,,,,
OM25062900002164,1179970,长寿粉,KG,0.54,,,,2.5,,,,
OM25062900002293,1177409,小大葱,KG,3.0,,,,4.5,,,,
OM25062900003264,1847137,白糯玉米（去皮）,KG,3.24,,,,3.5,,,,
OM25062900002253,846698,[彩食鲜]豇豆,KG,1.12,,,,3.5,,,,
OM25062900003086,1796328,海白虾(全活)(20-30头/斤),KG,0.63,,,,6.0,,,,
OM25062900002311,1628918,鲜口蘑,KG,5.2,,,,4.5,,,,
OM25062900003470,1271493,[彩食鲜]胡萝卜,KG,2.57,,,,2.0,,,,
OM25062900003025,1312073,彩食鲜肉桂,KG,0.5,,,,3.0,,,,
OW25062900001095,263859,胡萝卜,KG,1.08,,,,2.0,,,,
OM25062900003508,1566521,冷鲜五花肉(精品)(烧洗),KG,5.62,,,,1.5,,,,
OM25062900003573,2007151,[彩食鲜]苦菊,KG,0.26,,,,7.0,,,,
OM25062900003344,1064285,[彩食鲜]油麦菜,KG,10.3,,,,7.0,,,,
OM25062900003344,1847137,白糯玉米（去皮）,KG,16.0,,,,3.5,,,,
OM25062900003397,1211346,长茄,KG,7.92,,,,4.5,,,,
OM25062900002442,1630595,冬瓜(切),KG,5.88,,,,3.5,,,,
OM25062900002518,1271559,[彩食鲜]西芹,KG,3.64,,,,4.0,,,,
OM25062900002645,1271566,[彩食鲜]四季豆,KG,9.2,,,,3.5,,,,
OM25062900003771,1271536,[彩食鲜]空心菜,KG,1.56,,,,7.0,,,,
OM25062900002858,1279206,台农芒(100-120g),KG,11.0,,,,2.5,,,,
OM25062900002858,953467,白萝卜,KG,3.6,,,,2.0,,,,
OM25062900002645,1271554,[彩食鲜]平菇,KG,3.5,,,,4.5,,,,
OW25062900001084,1347228,[彩食鲜]黄皮美人椒,KG,1.5,,,,5.0,,,,
OM25062900003692,1531959,厚豆干（KG）,KG,1.0,,,,2.5,,,,
OM25062900003031,2014784,腐竹0.5kg,袋,1.0,20.0,15.0,2.0,,,,,
OM25062900002766,1483637,冷鲜五花肉(烧毛),KG,2.15,,,,1.5,,,,
OM25062900003772,1383087,亚太迷你散装山楂片,KG,2.5,,,,6.0,,,,
OM25062900000357,1704325,向料重庆小面调料麻辣味1kg,桶,2.0,13.0,12.5,12.5,,,,,
OM25062900002253,368794,桥头香辣粉蒸肉调料220g,袋,15.0,27.0,18.5,1.0,,,,,
OM25062700002693,1884467,天友新重庆风味酸牛奶（草莓味）150g*8,组,10.0,20.0,10.0,12.0,,,,,
OM25062700006409,858300,家乐酸辣鲜露调味料468g,瓶,10.0,21.0,7.0,7.0,,,,,
OM25062700006452,255884,李锦记京氏甜酱170g,杯,20.0,7.5,7.5,7.0,,,,,
OM25062700001673,303663,莎麦鸡精454g,袋,5.0,23.0,16.0,2.0,,,,,
